date,close,volume,open,high,low
11/22/2022,$80.056,"6,878,065",$77.898,$80.386,$76.81
11/21/2022,$77.476,"6,675,930",$78.84,$79.194,$76.50
11/18/2022,$79.876,"6,026,280",$81.582,$82.00,$78.8563
11/17/2022,$80.116,"7,627,965",$80.57,$81.754,$79.57
11/16/2022,$82.44,"5,842,385",$83.08,$83.499,$81.084
11/15/2022,$83.896,"9,238,800",$82.842,$85.078,$82.842
11/14/2022,$80.08,"7,794,735",$80.302,$81.32,$78.244
11/11/2022,$81.982,"10,721,315",$81.398,$84.892,$80.944
11/10/2022,$80.812,"14,568,330",$78.652,$82.11,$78.128
11/09/2022,$72.254,"5,763,990",$73.00,$73.7655,$72.24
11/08/2022,$74.228,"7,861,545",$73.00,$75.058,$71.82
11/07/2022,$72.64,"8,591,990",$73.00,$73.015,$70.25
11/04/2022,$72.35,"14,191,585",$77.702,$77.986,$70.836
11/03/2022,$77.112,"6,895,590",$78.124,$79.124,$76.972
11/02/2022,$78.536,"8,863,145",$83.866,$83.866,$78.468
11/01/2022,$83.712,"6,799,265",$85.416,$86.048,$83.32
10/31/2022,$84.148,"9,492,645",$83.60,$85.646,$82.982
10/28/2022,$84.08,"15,610,940",$83.246,$84.288,$80.754
10/27/2022,$83.134,"28,128,930",$85.392,$85.526,$81.722
10/26/2022,$73.282,"18,074,925",$70.76,$76.516,$70.20
10/25/2022,$75.332,"10,662,715",$73.716,$75.50,$73.00
10/24/2022,$73.312,"8,328,740",$73.60,$74.18,$71.85
10/21/2022,$72.134,"7,256,345",$70.662,$72.327,$69.458
10/20/2022,$71.252,"8,278,265",$71.226,$73.294,$70.208
10/19/2022,$71.088,"6,921,590",$70.142,$71.972,$70.103
10/18/2022,$71.358,"10,496,800",$72.468,$73.494,$70.21
10/17/2022,$69.722,"12,857,935",$70.286,$71.776,$69.502
10/14/2022,$68.352,"16,009,995",$73.204,$73.37,$68.18
10/13/2022,$72.38,"13,701,780",$69.55,$73.314,$67.40
10/12/2022,$73.826,"9,184,450",$74.498,$75.262,$73.187
10/11/2022,$74.26,"10,214,240",$76.33,$76.3446,$73.376
10/10/2022,$76.356,"8,951,565",$80.278,$80.441,$75.43
10/07/2022,$80.242,"6,177,590",$82.00,$82.486,$79.792
10/06/2022,$83.686,"8,717,785",$84.424,$86.678,$83.308
10/05/2022,$84.116,"8,858,900",$80.55,$85.15,$80.402
10/04/2022,$82.31,"9,894,575",$80.426,$82.732,$80.166
10/03/2022,$78.342,"11,638,370",$76.016,$78.803,$74.946
09/30/2022,$75.522,"9,128,490",$77.00,$79.216,$75.436
09/29/2022,$77.10,"7,487,915",$76.576,$77.262,$75.548
09/28/2022,$77.77,"7,693,775",$75.688,$78.078,$75.284
09/27/2022,$75.79,"10,471,920",$75.352,$75.86,$74.24
09/26/2022,$74.02,"11,886,815",$75.296,$76.522,$73.542
09/23/2022,$75.408,"11,060,885",$76.586,$77.466,$74.872
09/22/2022,$77.394,"12,090,250",$79.974,$80.892,$77.34
09/21/2022,$80.286,"12,609,615",$83.038,$83.788,$80.278
09/20/2022,$82.24,"8,291,505",$84.30,$84.30,$82.202
09/19/2022,$85.01,"4,428,015",$84.56,$85.30,$83.768
09/16/2022,$85.16,"10,691,180",$86.294,$86.802,$84.222
09/15/2022,$87.11,"9,825,535",$88.984,$91.561,$86.842
09/14/2022,$91.498,"5,158,295",$90.874,$92.114,$89.642
09/13/2022,$90.476,"7,249,120",$90.00,$91.676,$89.88
09/12/2022,$95.258,"5,874,880",$95.04,$96.538,$93.852
09/09/2022,$94.006,"6,960,365",$91.616,$94.384,$91.502
09/08/2022,$90.154,"6,056,790",$87.808,$90.65,$87.616
09/07/2022,$88.832,"4,409,050",$86.198,$89.278,$86.04
09/06/2022,$86.094,"4,798,765",$86.022,$87.551,$84.87
09/02/2022,$86.902,"7,788,905",$87.674,$89.498,$86.256
09/01/2022,$86.112,"7,897,450",$85.962,$86.34,$83.336
08/31/2022,$86.924,"6,980,165",$88.00,$89.20,$86.768
08/30/2022,$87.368,"4,803,420",$88.50,$88.815,$85.9012
08/29/2022,$87.156,"4,299,830",$88.00,$89.5169,$87.102
08/26/2022,$88.938,"4,489,790",$93.458,$93.50,$88.934
08/25/2022,$93.206,"5,283,520",$91.28,$93.266,$90.66
08/24/2022,$91.504,"4,176,360",$92.058,$92.684,$91.032
08/23/2022,$91.998,"3,951,200",$91.998,$92.814,$91.276
08/22/2022,$91.942,"5,096,890",$93.314,$93.848,$91.154
08/19/2022,$95.252,"4,908,040",$96.834,$96.938,$94.664
08/18/2022,$97.92,"4,908,405",$97.272,$98.092,$96.044
08/17/2022,$97.752,"4,376,840",$97.80,$98.732,$97.0964
08/16/2022,$99.348,"7,162,725",$99.80,$100.08,$98.31
08/15/2022,$100.814,"4,964,980",$100.40,$102.199,$99.712
08/12/2022,$101.302,"8,311,165",$100.888,$101.60,$98.598
08/11/2022,$99.89,"7,409,095",$104.00,$104.315,$99.484
08/10/2022,$103.24,"9,159,665",$100.392,$103.324,$100.196
08/09/2022,$97.492,"4,917,220",$98.456,$99.5531,$96.697
08/08/2022,$98.99,"8,184,865",$99.02,$100.696,$98.397
08/05/2022,$98.97,"14,889,355",$95.616,$100.6535,$95.052
08/04/2022,$98.60,"16,632,355",$93.558,$99.096,$92.726
08/03/2022,$94.29,"7,003,310",$92.15,$94.582,$91.431
08/02/2022,$90.888,"5,565,190",$88.932,$92.214,$88.4494
08/01/2022,$90.754,"8,648,010",$87.798,$91.114,$87.14
07/29/2022,$89.332,"10,098,155",$85.846,$89.754,$85.286
07/28/2022,$87.30,"19,571,090",$86.246,$89.262,$84.738
07/27/2022,$89.72,"11,275,955",$86.41,$90.026,$85.726
07/26/2022,$84.564,"9,172,725",$88.72,$88.72,$83.556
07/25/2022,$88.00,"5,156,325",$89.086,$89.138,$87.331
07/22/2022,$89.354,"6,256,570",$92.122,$93.1761,$88.768
07/21/2022,$92.058,"10,239,560",$89.88,$92.166,$88.002
07/20/2022,$91.37,"7,317,955",$88.58,$91.657,$88.198
07/19/2022,$87.188,"7,113,770",$86.444,$87.381,$84.052
07/18/2022,$85.348,"9,056,900",$87.518,$88.496,$85.202
07/15/2022,$87.124,"10,787,815",$86.2692,$88.152,$85.518
07/14/2022,$84.194,"10,826,920",$83.30,$86.086,$81.50
07/13/2022,$84.554,"15,931,960",$83.202,$86.942,$82.332
07/12/2022,$85.588,"34,321,370",$92.25,$93.345,$84.958
